airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,class,price
Air India,2019-06-09,Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No Info,Economy,11185
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,In-flight meal not included,Economy,12373
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,12:00:00,1145,1.0,No Info,Economy,14231
Multiple carriers,2019-05-15,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,Economy,8073
Air India,2019-03-09,Delhi,Cochin,18:30:00,19:15:00,1485,2.0,No Info,Economy,18211
Multiple carriers,2019-06-24,Delhi,Cochin,14:55:00,22:30:00,455,1.0,In-flight meal not included,Economy,6093
IndiGo,2019-06-03,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,Economy,4591
IndiGo,2019-06-01,Banglore,Delhi,10:30:00,13:20:00,170,0.0,No Info,Economy,3943
Air India,2019-03-03,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,Economy,12856
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,Economy,13014
Multiple carriers,2019-06-24,Delhi,Cochin,15:15:00,01:30:00,615,1.0,In-flight meal not included,Economy,5797
Multiple carriers,2019-05-21,Delhi,Cochin,07:10:00,18:10:00,660,1.0,No Info,Economy,7038
Jet Airways,2019-06-12,Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,Economy,15812
Multiple carriers,2019-03-21,Delhi,Cochin,11:40:00,21:00:00,560,1.0,No Info,Economy,7215
Multiple carriers,2019-03-03,Delhi,Cochin,10:20:00,21:00:00,640,1.0,No Info,Economy,15147
Air India,2019-05-21,Delhi,Cochin,13:05:00,09:25:00,1220,2.0,No Info,Economy,10467
Air India,2019-03-06,Mumbai,Hyderabad,19:00:00,09:10:00,850,1.0,No Info,Economy,12308
IndiGo,2019-05-12,Kolkata,Banglore,04:50:00,09:50:00,300,1.0,No Info,Economy,4176
SpiceJet,2019-04-15,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,Economy,4174
Multiple carriers,2019-05-18,Delhi,Cochin,17:50:00,01:30:00,460,2.0,No Info,Economy,19360
GoAir,2019-05-21,Delhi,Cochin,07:00:00,12:55:00,355,1.0,No Info,Economy,6633
Air India,2019-03-24,Banglore,New Delhi,21:10:00,23:55:00,165,0.0,No Info,Economy,4441
SpiceJet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0.0,No Info,Economy,3925
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,No Info,Economy,14571
Jet Airways,2019-04-21,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,Economy,7229
SpiceJet,2019-06-18,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No Info,Economy,3873
Air India,2019-03-06,Delhi,Cochin,12:30:00,09:25:00,1255,1.0,No Info,Economy,13832
Jet Airways,2019-06-18,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,Economy,8016
IndiGo,2019-06-06,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,Economy,5054
Jet Airways,2019-05-27,Delhi,Cochin,23:05:00,12:35:00,810,2.0,No Info,Economy,15129
SpiceJet,2019-06-21,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,Economy,3597
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,Economy,8586
SpiceJet,2019-04-01,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No check-in baggage included,Economy,3841
Air India,2019-05-12,Kolkata,Banglore,05:50:00,20:25:00,875,2.0,No Info,Economy,12513
Multiple carriers,2019-06-09,Delhi,Cochin,07:10:00,22:30:00,920,1.0,No Info,Economy,6513
GoAir,2019-05-03,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,Economy,3898
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,Economy,13014
Vistara,2019-04-12,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,Economy,5403
IndiGo,2019-06-24,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,Economy,4804
Multiple carriers,2019-04-09,Delhi,Cochin,11:40:00,01:30:00,830,1.0,No Info,Economy,6645
Air Asia,2019-06-06,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,Economy,11410
Jet Airways,2019-05-15,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No Info,Economy,8355
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1.0,No Info,Economy,10953
Jet Airways,2019-06-27,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,Economy,10262
IndiGo,2019-03-09,Banglore,New Delhi,01:30:00,04:15:00,165,0.0,No Info,Economy,6860
Air India,2019-03-12,Banglore,New Delhi,08:50:00,16:20:00,1890,2.0,No Info,Economy,12778
Air India,2019-06-12,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,Economy,10975
IndiGo,2019-03-24,Chennai,Kolkata,13:20:00,15:35:00,135,0.0,No Info,Economy,4752
IndiGo,2019-05-18,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,Economy,6758
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,Economy,10844
Jet Airways,2019-06-21,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,Economy,8016
Air Asia,2019-05-15,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,Economy,6853
Vistara,2019-05-18,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,Economy,9345
Jet Airways,2019-06-09,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,Economy,10262
IndiGo,2019-03-09,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,Economy,6297
Multiple carriers,2019-03-21,Delhi,Cochin,14:00:00,21:00:00,420,1.0,No Info,Economy,13062
IndiGo,2019-05-15,Delhi,Cochin,10:35:00,21:00:00,625,1.0,No Info,Economy,6979
IndiGo,2019-06-03,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,Economy,4804
SpiceJet,2019-06-12,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,Economy,5158
GoAir,2019-05-01,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No Info,Economy,6686
Air India,2019-04-01,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No Info,Economy,9258
Air India,2019-03-21,Delhi,Cochin,19:00:00,19:15:00,1455,1.0,No Info,Economy,6587
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,23:35:00,1025,1.0,In-flight meal not included,Economy,8586
IndiGo,2019-05-18,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,Economy,7144
Multiple carriers,2019-03-06,Delhi,Cochin,10:20:00,01:35:00,915,1.0,No Info,Economy,15147
IndiGo,2019-06-03,Delhi,Cochin,08:35:00,16:10:00,455,1.0,No Info,Economy,6442
Jet Airways,2019-06-27,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,Economy,10262
IndiGo,2019-06-06,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,Economy,4823
Vistara,2019-03-18,Banglore,New Delhi,16:00:00,18:35:00,155,0.0,No Info,Economy,11913
SpiceJet,2019-05-21,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,Economy,5975
Air India,2019-03-18,Banglore,New Delhi,08:50:00,23:25:00,2315,2.0,No Info,Economy,10783
Jet Airways,2019-04-21,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,Economy,4544
Multiple carriers,2019-05-21,Delhi,Cochin,11:25:00,19:00:00,455,1.0,No Info,Economy,9103
IndiGo,2019-04-06,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,Economy,4423
Multiple carriers,2019-06-09,Delhi,Cochin,07:00:00,19:00:00,720,1.0,No Info,Economy,12192
Jet Airways,2019-06-21,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,Economy,5769
Multiple carriers,2019-05-27,Delhi,Cochin,09:00:00,19:15:00,615,1.0,In-flight meal not included,Economy,10197
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,04:25:00,805,1.0,No Info,Economy,14714
IndiGo,2019-06-15,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,Economy,6147
SpiceJet,2019-06-03,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,Economy,3311
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,In-flight meal not included,Economy,8529
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,19:25:00,2245,2.0,No Info,Economy,13904
IndiGo,2019-05-24,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,Economy,7081
Air India,2019-06-09,Kolkata,Banglore,09:10:00,13:15:00,245,1.0,No Info,Economy,8996
Multiple carriers,2019-03-03,Delhi,Cochin,07:05:00,21:00:00,835,1.0,No Info,Economy,17057
Air Asia,2019-05-24,Kolkata,Banglore,07:35:00,23:30:00,955,1.0,No Info,Economy,5192
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,No Info,Economy,14571
IndiGo,2019-06-27,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,Economy,3943
Jet Airways,2019-06-01,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,Economy,8016
Vistara,2019-05-15,Kolkata,Banglore,17:00:00,18:50:00,1550,1.0,No Info,Economy,9345
Air India,2019-06-12,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,Economy,7480
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No Info,Economy,14151
IndiGo,2019-05-27,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,Economy,3597
Multiple carriers,2019-05-15,Delhi,Cochin,18:00:00,01:30:00,450,1.0,No Info,Economy,8073
Air India,2019-06-03,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,Economy,13381
IndiGo,2019-05-12,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,Economy,3597
Jet Airways,2019-06-15,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,Economy,10262
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,05:05:00,730,1.0,In-flight meal not included,Economy,11087
Jet Airways,2019-03-03,Mumbai,Hyderabad,02:55:00,04:25:00,90,0.0,In-flight meal not included,Economy,4050
Air Asia,2019-04-18,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,Economy,4483
Air India,2019-05-21,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,Economy,11543
IndiGo,2019-06-27,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,Economy,5277
Multiple carriers,2019-06-01,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,Economy,11200
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,No Info,Economy,14781
SpiceJet,2019-05-18,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No Info,Economy,8479
Multiple carriers,2019-06-24,Delhi,Cochin,17:45:00,01:30:00,465,1.0,In-flight meal not included,Economy,5797
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,20:20:00,1525,1.0,In-flight meal not included,Economy,11087
Air India,2019-05-15,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,Economy,3100
SpiceJet,2019-05-12,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No Info,Economy,8479
Vistara,2019-04-27,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,Economy,5613
Jet Airways,2019-05-09,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No Info,Economy,7229
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,07:40:00,1200,1.0,No Info,Economy,12284
Air India,2019-03-09,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,Economy,16373
Multiple carriers,2019-03-21,Delhi,Cochin,11:40:00,18:50:00,430,1.0,No Info,Economy,11999
Air India,2019-06-24,Delhi,Cochin,19:00:00,07:40:00,760,1.0,No Info,Economy,8372
IndiGo,2019-04-03,Delhi,Cochin,10:35:00,15:35:00,300,1.0,No Info,Economy,5073
Jet Airways,2019-05-09,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,No Info,Economy,13067
SpiceJet,2019-06-06,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,Economy,3543
Jet Airways,2019-03-21,Banglore,New Delhi,05:45:00,19:10:00,805,1.0,In-flight meal not included,Economy,7832
IndiGo,2019-06-12,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,Economy,4804
Jet Airways,2019-06-03,Delhi,Cochin,07:05:00,12:35:00,330,1.0,No Info,Economy,14924
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,20:40:00,735,1.0,In-flight meal not included,Economy,11134
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,14:25:00,1285,1.0,No Info,Economy,11467
IndiGo,2019-06-12,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,Economy,4804
IndiGo,2019-04-12,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No Info,Economy,4423
IndiGo,2019-05-18,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,Economy,2754
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,Economy,12373
Jet Airways,2019-06-15,Delhi,Cochin,20:00:00,12:35:00,995,2.0,No Info,Economy,14300
Air India,2019-06-01,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,Economy,6961
IndiGo,2019-04-21,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,Economy,4804
Air India,2019-05-12,Kolkata,Banglore,09:25:00,13:45:00,1700,2.0,No Info,Economy,12592
Jet Airways,2019-03-03,Delhi,Cochin,07:05:00,18:50:00,705,1.0,No Info,Economy,17024
IndiGo,2019-03-24,Banglore,New Delhi,10:10:00,13:00:00,170,0.0,No Info,Economy,4777
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,08:15:00,1455,1.0,In-flight meal not included,Economy,10405
Air India,2019-03-12,Mumbai,Hyderabad,05:05:00,16:55:00,710,2.0,No Info,Economy,16172
Air India,2019-05-12,Kolkata,Banglore,10:00:00,01:20:00,920,2.0,No Info,Economy,12140
GoAir,2019-06-12,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,Economy,3419
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No Info,Economy,15554
SpiceJet,2019-05-12,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,Economy,4423
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,No Info,Economy,13941
Multiple carriers,2019-03-03,Delhi,Cochin,07:10:00,22:20:00,910,1.0,In-flight meal not included,Economy,11125
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,In-flight meal not included,Economy,10844
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,Economy,14781
IndiGo,2019-03-06,Delhi,Cochin,18:35:00,01:35:00,420,1.0,No Info,Economy,14871
Air India,2019-05-09,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No Info,Economy,9626
GoAir,2019-03-06,Delhi,Cochin,14:10:00,19:20:00,310,1.0,No Info,Economy,19495
Air India,2019-06-12,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,Economy,8603
GoAir,2019-04-27,Banglore,Delhi,20:55:00,23:40:00,165,0.0,No Info,Economy,3898
IndiGo,2019-04-24,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,Economy,6171
IndiGo,2019-03-03,Mumbai,Hyderabad,06:20:00,07:45:00,85,0.0,No Info,Economy,4784
Jet Airways,2019-06-06,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No Info,Economy,13014
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,20:20:00,1285,1.0,In-flight meal not included,Economy,11087
IndiGo,2019-06-27,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,Economy,6316
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,10:55:00,1520,1.0,No Info,Economy,11467
IndiGo,2019-03-01,Kolkata,Banglore,17:15:00,19:55:00,160,0.0,No Info,Economy,6565
Vistara,2019-05-24,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,Economy,4668
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,12:35:00,910,2.0,In-flight meal not included,Economy,11507
Air India,2019-03-09,Banglore,New Delhi,21:10:00,23:55:00,165,0.0,No Info,Economy,4966
IndiGo,2019-05-06,Kolkata,Banglore,17:35:00,22:15:00,280,1.0,No Info,Economy,5699
Air Asia,2019-05-21,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,Economy,3383
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,Economy,10368
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No Info,Economy,14178
IndiGo,2019-04-09,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,Economy,3419
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,Economy,12898
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,Economy,14571
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,23:00:00,365,1.0,No Info,Economy,13555
Jet Airways,2019-06-01,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,Economy,14714
IndiGo,2019-05-06,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No Info,Economy,5277
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,In-flight meal not included,Economy,13029
Air India,2019-03-03,Banglore,New Delhi,07:30:00,10:50:00,1640,2.0,No Info,Economy,12074
IndiGo,2019-03-06,Delhi,Cochin,04:55:00,16:10:00,675,1.0,No Info,Economy,6171
Multiple carriers,2019-03-09,Delhi,Cochin,07:30:00,19:45:00,735,1.0,No Info,Economy,12615
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,23:35:00,425,1.0,In-flight meal not included,Economy,10844
Multiple carriers,2019-06-06,Delhi,Cochin,07:30:00,19:15:00,705,1.0,No Info,Economy,9001
IndiGo,2019-03-15,Kolkata,Banglore,20:25:00,23:05:00,160,0.0,No Info,Economy,4462
IndiGo,2019-04-21,Kolkata,Banglore,22:15:00,00:50:00,155,0.0,No Info,Economy,4804
Air India,2019-03-12,Banglore,New Delhi,06:50:00,22:55:00,965,2.0,No Info,Economy,11474
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,19:10:00,575,1.0,No Info,Economy,11467
Air Asia,2019-03-09,Delhi,Cochin,16:45:00,22:15:00,330,1.0,No Info,Economy,8327
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No Info,Economy,14388
IndiGo,2019-03-03,Delhi,Cochin,07:35:00,21:20:00,825,2.0,No Info,Economy,9413
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,Economy,7229
SpiceJet,2019-05-24,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No Info,Economy,3597
Jet Airways,2019-05-21,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,No Info,Economy,14388
Multiple carriers,2019-06-27,Delhi,Cochin,09:15:00,19:15:00,600,1.0,No Info,Economy,8099
IndiGo,2019-05-18,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No Info,Economy,6534
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,04:25:00,1105,1.0,In-flight meal not included,Economy,11627
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,22:35:00,520,1.0,In-flight meal not included,Economy,11134
Air India,2019-06-06,Kolkata,Banglore,05:50:00,12:30:00,1840,2.0,No Info,Economy,12723
Multiple carriers,2019-03-21,Delhi,Cochin,10:45:00,19:15:00,510,1.0,No Info,Economy,7154
Multiple carriers,2019-06-12,Delhi,Cochin,11:35:00,21:00:00,565,3.0,No Info,Economy,15629
Air India,2019-03-15,Banglore,New Delhi,05:50:00,22:10:00,980,2.0,No Info,Economy,9796
Jet Airways,2019-05-18,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,Economy,3210
SpiceJet,2019-04-03,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,Economy,4098
IndiGo,2019-05-09,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,Economy,4392
SpiceJet,2019-04-03,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,Economy,1965
Multiple carriers,2019-06-03,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,Economy,13797
Jet Airways,2019-03-09,Delhi,Cochin,08:20:00,04:25:00,1205,2.0,No Info,Economy,18909
IndiGo,2019-06-03,Delhi,Cochin,11:25:00,01:30:00,845,1.0,No Info,Economy,5883
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,18:15:00,1545,1.0,In-flight meal not included,Economy,8586
Jet Airways,2019-06-12,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,Economy,5769
IndiGo,2019-05-03,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,Economy,4804
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,12:00:00,1655,1.0,In-flight meal not included,Economy,10031
Multiple carriers,2019-06-15,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No Info,Economy,9646
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,19:00:00,1680,1.0,In-flight meal not included,Economy,10262
Multiple carriers,2019-05-27,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,Economy,15898
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,22:35:00,520,1.0,No Info,Economy,14231
IndiGo,2019-03-15,Banglore,New Delhi,13:40:00,18:35:00,295,1.0,No Info,Economy,7166
IndiGo,2019-05-06,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,Economy,4804
Air India,2019-06-03,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,Economy,10441
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,Economy,10262
Air India,2019-05-09,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,Economy,7480
Air India,2019-06-18,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,Economy,3100
Air India,2019-06-24,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,Economy,4667
Jet Airways,2019-06-01,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,In-flight meal not included,Economy,10368
Multiple carriers,2019-05-15,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No Info,Economy,8266
Multiple carriers,2019-06-24,Delhi,Cochin,15:05:00,01:30:00,625,2.0,No Info,Economy,15965
Multiple carriers,2019-06-12,Delhi,Cochin,07:05:00,19:15:00,730,1.0,In-flight meal not included,Economy,11667
IndiGo,2019-06-24,Delhi,Cochin,05:05:00,16:10:00,665,1.0,No Info,Economy,6442
Air India,2019-05-27,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,Economy,13381
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,07:40:00,615,1.0,No Info,Economy,11717
Multiple carriers,2019-06-15,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,Economy,9646
IndiGo,2019-06-21,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No Info,Economy,4804
Air Asia,2019-04-24,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,Economy,3383
IndiGo,2019-06-06,Delhi,Cochin,07:15:00,12:30:00,315,1.0,No Info,Economy,6582
Jet Airways,2019-03-21,Banglore,New Delhi,11:40:00,21:20:00,580,1.0,In-flight meal not included,Economy,7832
Air India,2019-05-24,Kolkata,Banglore,09:50:00,08:55:00,1385,2.0,No Info,Economy,15170
Air India,2019-03-06,Delhi,Cochin,07:00:00,07:40:00,1480,1.0,No Info,Economy,15407
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,In-flight meal not included,Economy,7594
Air India,2019-03-03,Delhi,Cochin,05:55:00,19:15:00,2240,2.0,No Info,Economy,13748
SpiceJet,2019-06-18,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,Economy,3257
Jet Airways,2019-06-09,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No Info,Economy,8016
Jet Airways,2019-06-01,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,Economy,10262
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,In-flight meal not included,Economy,10539
IndiGo,2019-05-12,Kolkata,Banglore,18:05:00,23:30:00,325,1.0,No Info,Economy,6218
Vistara,2019-05-18,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No Info,Economy,9187
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,16:20:00,1220,1.0,In-flight meal not included,Economy,10844
Jet Airways,2019-03-27,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,In-flight meal not included,Economy,6645
IndiGo,2019-05-15,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No Info,Economy,6496
Jet Airways,2019-06-24,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,Economy,10262
SpiceJet,2019-03-24,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No Info,Economy,6461
Air India,2019-03-09,Banglore,New Delhi,22:00:00,11:05:00,785,1.0,No Info,Economy,8425
IndiGo,2019-05-15,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,Economy,7191
Jet Airways,2019-06-09,Delhi,Cochin,11:45:00,04:25:00,1000,2.0,No Info,Economy,13882
Jet Airways,2019-06-03,Delhi,Cochin,13:00:00,19:00:00,360,1.0,No Info,Economy,14714
IndiGo,2019-05-18,Kolkata,Banglore,17:35:00,22:15:00,280,1.0,No Info,Economy,5699
Jet Airways,2019-05-01,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,Economy,5678
Air Asia,2019-04-03,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,Economy,4107
Air India,2019-06-12,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,Economy,3100
IndiGo,2019-03-03,Delhi,Cochin,07:35:00,22:20:00,885,1.0,No Info,Economy,11600
IndiGo,2019-06-21,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,Economy,4077
Multiple carriers,2019-06-12,Delhi,Cochin,04:55:00,12:35:00,460,1.0,No Info,Economy,10678
IndiGo,2019-04-06,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,Economy,4174
Jet Airways,2019-03-03,Delhi,Cochin,09:55:00,04:25:00,1110,1.0,No Info,Economy,19828
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,04:25:00,450,1.0,In-flight meal not included,Economy,12898
IndiGo,2019-05-01,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,Economy,4077
Air Asia,2019-05-15,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No Info,Economy,5192
